Taxa	PT015	PT002	s58.Healthy.greaterthan5.Feces.Baseline	CN031	PH043	CN004	PH042	PH048	s.331.Healthylessthan5.Stool.1.2556	CN023	PT003	s.278.Healthylessthan5.Stool.visit1.2298	s064.Healthy_greaterthan5.Feces.Baseline	s.86.Healthy_greaterthan5.Feces.Baseline	PH029	s048.Healthy_lessthan5.Feces.Baseline	PH047	PH011	s.280.Healthylessthan5.Stool.visit1.2273	PH005	PH049	CN002	s.298.Healthylessthan5.Stool.1.2374	PT004	s066.Healthy_lessthan5.Feces.Baseline	s.91.Healthy.greaterthan5.Feces.Baseline	s.274.Healthylessthan5.Feces.Baseline	s.88.Healthy_greaterthan5.Feces.Baseline	PH045	PT012	PT018	PH025	CL007	PH024	s.87.Healthy_greaterthan5.Feces.Baseline	PT005	s60.Healthy.greaterthan5.Feces.Baseline	s.257.Healthylessthan5.Stool.1.1953	CN011	s083.Healthy_lessthan5.Feces.Baseline	s.109.Healthy.greaterthan5.Stool.1.910	PH021	CN013	PH008	CL009	PT013	PT014	PH002	PT019	s.294.HealthyLess.Than5.Stool.1.2296	CN029	PH028	s115.Healthy_greaterthan5.Feces.Baseline	PH022	CL002	CL005	PH020	CN022	PH019	PT006	s22.Healthy.Feces.Visit1	s69.Healthy_greaterthan5.Feces.Baseline	PH050	s.260.Healthylessthan5.Feces.Baseline	CN027	s.276.Healthylessthan5.Stool.visit1.2112	CN005	CN030	s.356.Healthy.lessthan5.Stool.1.2764	PT017	PH012	s95.Healthy.lessthan5.Feces.Baseline	CL010	s26.Healthy.Feces.Visit1	PH023	s.158.Healthy_lessthan5.Feces.Baseline	s30	PT009	PH017	s45.Healthy_lessthan5.Feces.Baseline	PH031	PT007	PT010	CL006	s.85.Healthy_greaterthan5.Feces.Baseline	PH018	s.290.Healthylessthan5.Stool.visit1.2284	CL003	s.84.Healthy_greaterthan5.Feces.Baseline	PH016	PH051	PH007	CN017	CL008	s.208.Healthy_lessthan5.Feces.Baseline	s.79.Healthy_greaterthan5.Feces.Baseline	CN026	PH027	PH038	PH041	s50.Healthy_lessthan5.Feces.Baseline	s47.Healthy_lessthan5.Feces.Baseline	PH040	s.75.Healthy_greaterthan5.Feces.Baseline	PH010	s128.Healthy_lessthan5.Feces.Baseline	s049.Healthy_greaterthan5.Feces.Baseline	PH035	s125.Healthy_lessthan5.Feces.Baseline	s.89.Healthygreaterthan5.Feces.Baseline	s.153.Healthy_lessthan5.Feces.Baseline	PH054	s46.Healthy.greaterthan5.Feces.Baseline	CN019	s70.Healthy_greaterthan5.Feces.Baseline	s.149.Healthy_lessthan5.Feces.Baseline	PH046	PH052	PT001	s.283.HealthyLess.Than5.Stool.1.2299	s.303.Healthylessthan5.Stool.1.2291	s.353.Healthygreaterthan5.Stool.1.2756	CN007	PH013	CN024	s68.Healthy_greaterthan5.Feces.Baseline	CN020	PH034	CL004	CN006	PH039	s.100.Healthygreaterthan5.Stool.visit1.798	PH037	s.74.Healthy_greaterthan5.Feces.Baseline	CN021	PH036	PH026	PT011	s6.Healthy.Feces.Visit1	CL001
p__Proteobacteria g__Aureimonas s__sp. AU20	0	5	65	40	1	60	9	16	9	10	30	0	6	17	0	38	49	0	24	8	0	9	15	12	5	2	22	5	6	0	46	0	6	65	21	23	2	4	3	64	8	7	0	0	4	0	2	0	22	0	2	19	7	23	9	15	2	2	6	3	6	0	32	6	3	4	0	0	2	25	1	17	54	16	36	7	3	1	0	2	6	98	4	16	9	1	6	4	20	0	8	0	3	2	3	5	14	2	7	21	0	2	5	30	15	4	63	41	0	6	16	34	6	2	3	7	9	0	4	7	0	12	0	11	16	11	0	0	0	26	9	11	17	32	0	0	0	0	10	1
p__Proteobacteria g__Avibacterium s__paragallinarum	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p__Proteobacteria g__Azoarcus	0	6	11	2	0	1	4	19	9	116	18	0	9	6	1	7	34	0	5	8	0	26	10	10	1	2	7	8	5	1	4	0	7	7	2	6	6	5	0	5	0	0	0	0	6	0	0	0	20	4	20	7	5	20	8	1	5	1	0	0	0	2	11	18	5	3	24	0	8	115	2	11	22	24	5	1	2	0	4	3	0	42	0	1	7	0	2	15	10	0	0	0	172	9	1	1	0	23	1	3	0	2	3	9	8	6	31	19	0	1	45	2	11	42	3	31	6	0	5	11	6	13	0	20	2	14	0	0	0	0	0	10	28	30	0	0	0	0	10	3
p__Proteobacteria g__Azoarcus s__communis	9	11	22	104	0	6	13	43	41	101	43	24	38	79	22	34	9	0	25	24	0	12	104	41	56	20	65	70	39	0	37	1	35	35	12	50	10	41	4	3	11	4	0	1	34	5	0	0	14	178	12	62	78	86	17	0	13	24	35	12	6	8	40	133	24	26	2	0	108	169	0	20	28	58	28	53	22	27	3	11	6	47	8	79	157	1	23	14	47	0	14	0	136	10	353	35	12	19	87	42	15	12	46	17	107	12	94	46	0	15	54	30	23	76	16	118	33	1	4	21	47	195	0	15	11	60	0	0	0	23	25	33	20	52	4	2	0	0	7	12
p__Proteobacteria g__Azoarcus s__olearius	1	2	0	5	14	0	1	3	4	2	11	0	3	4	76	0	3	0	0	2	0	0	3	3	1	3	1	3	1	0	5	0	0	0	1	5	0	1	0	0	1	0	0	0	0	0	0	0	3	1	0	3	3	9	0	2	1	3	3	2	1	1	2	9	1	1	1	0	1	36	1	1	4	0	12	0	0	0	0	0	1	2	0	0	1	5	0	0	0	0	1	0	0	0	0	0	7	5	2	0	0	0	0	2	4	1	24	0	0	1	4	2	3	1	4	11	1	0	0	1	0	2	0	12	4	3	0	0	0	0	1	3	1	9	0	0	0	0	2	0
p__Proteobacteria g__Azoarcus s__sp. BH72	0	0	1	0	0	0	0	0	2	0	4	0	0	13	0	3	2	0	1	0	0	2	13	0	23	0	0	9	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	7	1	0	0	0	1	0	0	0	6	1	1	4	2	0	4	9	1	4	7	17	0	2	0	0	0	0	0	2	0	0	7	0	0	0	25	0	0	0	0	0	0	2	0	2	0	4	0	0	0	2	3	0	10	1	0	0	15	5	1	0	0	0	0	0	0	0	0	3	0	0	0	9	0	0	1	0	0	6	0	2	0	0	0	0	0	0
p__Proteobacteria g__Azoarcus s__sp. CIB	0	8	23	2	0	114	3	25	24	4	36	0	6	29	2	64	103	0	27	38	1	19	20	18	4	2	41	11	7	0	16	0	11	59	12	24	1	11	2	3	6	0	0	2	9	0	0	3	20	6	0	36	17	43	16	0	6	3	7	2	7	1	42	33	0	7	67	0	6	52	4	11	32	19	113	31	3	13	0	11	6	70	8	16	33	14	24	13	28	0	0	0	2	5	3	28	1	6	14	20	2	2	4	22	40	9	79	52	0	6	12	16	19	29	2	10	24	0	13	26	12	40	0	14	72	14	4	0	0	0	1	19	41	40	4	0	0	6	20	1
p__Proteobacteria g__Azoarcus s__sp. KH32C	3	3	20	34	1	3	5	42	52	109	13	1	19	74	5	13	31	0	9	36	0	15	42	21	16	35	21	29	14	0	22	0	2	7	47	24	7	22	0	2	24	2	4	0	23	0	0	0	6	4	7	77	13	30	28	2	41	8	23	3	8	3	10	21	4	26	10	0	57	104	6	48	73	36	3	9	13	3	0	1	13	7	0	10	32	6	22	11	41	1	5	0	173	0	10	53	20	16	4	7	2	22	7	17	51	8	69	1	0	7	46	2	18	38	1	47	4	0	10	11	10	43	1	26	7	16	0	0	0	0	5	48	8	43	2	0	0	0	27	0
p__Proteobacteria g__Azoarcus s__sp. SY39	0	3	10	4	0	19	8	47	14	8	31	0	2	15	0	13	27	0	4	24	0	13	16	5	0	6	46	6	5	0	9	0	3	77	8	13	32	4	3	4	7	3	0	0	8	0	0	3	48	2	0	19	11	48	19	7	2	8	3	3	4	3	15	17	2	18	5	0	8	126	2	6	29	21	86	14	2	16	1	10	19	53	6	10	15	20	5	4	16	0	7	0	0	1	7	3	13	16	5	19	1	5	2	26	12	4	26	2	0	5	3	27	4	3	8	23	10	0	5	5	17	33	0	25	18	12	0	0	0	6	2	34	40	14	0	0	0	6	4	0
p__Proteobacteria g__Azorhizobium s__caulinodans	1	6	34	11	2	5	11	23	13	3	19	0	18	30	0	38	19	1	28	12	3	8	26	20	136	6	67	22	11	1	85	0	14	94	81	16	8	15	1	47	6	6	2	0	12	0	1	1	84	17	1	19	8	35	22	8	16	7	8	2	3	2	11	116	1	11	11	0	36	38	4	13	32	41	35	25	6	4	0	22	3	31	0	4	106	12	6	2	76	0	14	0	2	4	7	23	15	10	1	7	3	1	4	7	23	9	51	41	0	19	52	20	15	2	9	19	11	0	7	3	3	37	0	39	20	33	1	0	0	0	4	12	9	88	2	0	0	0	89	1
p__Proteobacteria g__Azospira s__oryzae	1	0	91	9	3	19	3	96	52	192	63	1	22	48	7	100	72	4	59	40	1	38	40	35	33	22	90	43	51	1	39	0	16	51	42	16	18	34	0	0	14	2	0	2	76	0	0	0	78	15	28	72	50	90	52	18	18	10	15	5	18	13	57	43	4	36	104	1	99	253	7	36	80	64	23	19	32	8	1	24	30	38	8	17	94	41	28	26	82	0	7	0	336	36	11	39	3	60	20	12	23	16	10	38	35	26	119	4	0	43	117	33	46	29	17	74	24	0	8	63	28	54	0	41	84	56	0	0	0	30	2	46	59	72	4	1	0	1	29	3
p__Proteobacteria g__Azospira s__Rhodocyclaceae bacterium	0	0	1	6	0	33	0	39	0	0	0	0	0	6	1	4	3	0	4	0	0	0	4	0	0	0	0	0	1	0	3	0	2	18	2	0	0	0	0	0	2	0	0	1	3	0	0	0	4	0	0	7	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	10	5	1	0	0	0	0	1	0	0	0	0	16	0	0	1	19	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	1	0	16	3	0	2	7	4	3	0	0	0	0	0	8	1	0	3	0	10	0	9	0	0	0	0	0	4	2	5	1	0	0	0	0	0
p__Proteobacteria g__Azospirillum	5	15	67	73	13	151	17	140	35	56	103	16	19	55	106	44	123	0	44	29	2	37	126	33	80	159	165	25	21	1	91	0	17	45	34	37	12	16	0	86	31	7	7	4	64	382	0	0	73	229	19	41	44	82	54	22	31	22	12	9	12	5	46	62	8	40	54	0	121	76	8	35	111	79	44	52	13	15	2	48	16	165	6	22	167	47	19	24	93	0	13	1	81	8	255	38	44	20	11	8	8	7	9	19	36	22	163	39	1	40	131	61	24	13	13	116	31	0	25	20	15	144	1	42	34	42	10	0	0	0	11	43	53	75	2	0	0	1	38	313
p__Proteobacteria g__Azospirillum s__brasilense	2	6	25	18	0	6	3	52	54	41	46	0	44	59	7	63	66	0	12	36	0	70	51	24	37	7	111	54	62	1	47	0	78	11	70	21	39	31	0	28	6	4	0	2	78	1	0	1	44	4	9	33	70	87	43	7	19	29	7	18	22	1	59	16	2	24	3	1	60	19	3	12	33	59	31	34	19	2	6	55	12	63	7	76	39	85	46	32	56	0	10	0	28	12	42	44	22	57	12	18	12	15	47	19	26	12	87	82	0	36	42	37	21	117	15	18	39	0	8	13	5	44	0	21	12	37	0	0	0	20	10	36	33	59	6	0	0	1	19	1
p__Proteobacteria g__Azospirillum s__humicireducens	3	9	16	8	1	0	1	28	15	6	8	0	16	30	1	11	4	1	12	31	0	16	33	10	31	2	31	18	7	0	4	0	1	8	10	12	5	22	2	13	14	0	0	0	20	0	0	0	19	4	2	37	16	31	13	2	10	3	12	8	4	1	10	27	0	7	5	0	114	2	1	4	25	31	3	3	11	4	1	27	1	25	0	10	16	10	5	1	21	0	12	0	2	4	11	26	8	1	6	10	1	3	1	17	34	0	30	15	0	13	23	8	16	3	1	11	14	0	4	22	10	13	0	13	4	23	1	0	0	0	3	13	9	42	0	0	0	0	14	0
p__Proteobacteria g__Azospirillum s__lipoferum	7	14	61	35	8	6	1	50	60	9	41	0	27	67	145	24	42	0	18	28	1	20	40	11	63	16	53	44	19	2	21	0	12	31	29	8	67	7	0	49	18	1	11	0	55	0	0	1	37	8	2	42	17	90	39	15	22	16	20	1	11	3	46	20	1	18	0	0	10	4	6	20	30	39	27	31	18	0	2	11	16	19	1	5	77	8	12	2	82	0	8	0	1	13	7	40	7	5	33	15	5	17	13	20	34	13	107	2	0	30	21	29	28	10	15	28	15	0	12	12	11	39	0	31	8	62	0	0	1	1	4	52	24	82	1	0	0	0	18	10
p__Proteobacteria g__Azospirillum s__sp. M2T2B2	2	0	9	5	0	13	1	26	28	6	14	0	12	29	0	20	28	0	18	13	1	16	7	45	36	4	16	8	9	0	16	2	10	43	23	92	4	16	5	20	5	14	0	0	53	0	0	3	45	4	1	15	43	30	25	4	6	4	42	9	10	1	38	28	0	30	50	0	53	19	0	4	3	26	125	24	4	19	0	36	24	31	10	31	42	0	5	3	23	0	1	0	4	14	12	4	0	6	92	17	5	8	0	14	24	4	27	21	0	28	34	19	12	0	1	11	8	0	5	5	6	12	0	15	35	8	0	1	0	0	20	9	15	16	2	0	0	2	10	0
p__Proteobacteria g__Azospirillum s__sp. TSH58	2	12	5	8	0	0	3	5	5	6	25	0	7	5	0	0	26	0	9	5	1	18	4	11	2	1	12	2	4	0	14	0	1	0	5	9	2	4	0	10	5	4	0	0	5	0	0	0	5	4	0	7	3	13	5	0	3	13	4	0	3	1	0	5	0	2	1	0	1	6	1	1	3	4	4	0	0	0	0	0	0	6	2	1	0	20	3	1	5	0	4	0	0	4	0	0	10	3	0	1	1	0	2	4	10	5	7	0	0	16	10	4	3	0	3	2	9	0	1	2	2	16	0	4	2	5	1	0	0	4	3	2	12	12	3	0	0	9	0	0
p__Proteobacteria g__Azospirillum s__thiophilum	1	19	156	28	18	35	8	73	50	8	39	0	25	79	53	29	70	0	29	92	3	37	45	26	50	12	34	29	22	1	60	0	33	79	40	41	86	17	7	108	21	4	0	2	61	0	0	2	113	9	9	51	36	83	43	10	15	11	20	3	8	4	111	20	1	26	16	0	19	49	10	27	15	43	135	58	11	11	5	19	8	140	7	21	40	14	26	29	59	0	12	0	3	15	6	14	14	19	19	17	15	12	8	31	14	4	90	93	0	21	37	73	17	8	7	19	21	0	5	22	6	31	0	32	17	18	0	1	0	0	70	38	48	38	3	1	0	4	46	2
p__Proteobacteria g__Azotobacter	1	0	2	0	0	0	2	0	1	0	0	0	0	4	0	0	14	0	0	1	0	0	0	2	0	0	4	0	0	0	0	0	0	0	1	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	2	0	1	0	3	0	0	0	0	0	0	0	0	13	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	2	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	13	1	0	1	0	4	0	0
p__Proteobacteria g__Azotobacter s__chroococcum	2	6	14	20	9	1	9	38	33	8	39	0	9	24	0	34	29	0	13	35	0	44	20	24	27	8	56	13	15	0	26	7	15	45	15	19	3	12	1	14	8	1	0	0	10	0	0	0	30	2	0	21	14	34	31	7	12	15	6	5	10	2	26	20	0	13	47	3	12	51	0	26	21	39	70	0	11	1	3	11	3	51	0	13	18	21	15	20	28	0	9	0	0	5	8	16	13	13	4	12	6	3	3	22	12	11	70	15	1	12	47	29	10	22	4	27	12	0	9	4	4	25	0	13	30	18	0	1	0	0	8	22	10	35	4	3	1	1	8	11
p__Proteobacteria g__Azotobacter s__vinelandii	3	4	88	5	0	53	7	62	15	10	9	0	6	10	3	7	29	0	4	6	0	7	10	23	4	2	51	10	3	1	24	0	3	26	27	12	1	9	0	7	11	0	0	0	1	0	0	0	19	5	4	27	14	9	19	1	4	9	3	4	9	0	3	12	0	3	0	0	26	27	0	4	28	18	5	4	0	0	5	14	0	22	1	1	8	6	9	0	15	0	12	0	4	4	3	5	11	10	1	0	3	2	4	3	6	9	39	100	0	8	2	45	7	2	1	12	9	0	1	11	7	3	0	7	6	7	0	0	1	11	6	15	19	31	2	0	0	2	6	0
p__Proteobacteria g__Bacterioplanes s__sanyensis	0	0	5	0	0	1	4	3	17	4	7	1	9	8	0	11	2	0	2	3	0	11	5	0	14	2	2	31	18	0	4	0	3	0	8	0	6	9	0	0	5	18	2	0	6	0	0	0	8	0	0	11	20	4	11	0	2	5	4	3	2	3	14	5	2	10	2	0	1	0	0	2	4	13	6	25	16	0	1	3	2	10	1	9	4	1	13	0	11	0	1	0	0	6	4	14	0	6	8	2	4	1	9	3	4	1	26	0	12	25	7	0	24	8	4	3	8	0	2	19	8	18	0	1	1	4	0	0	0	1	0	10	7	16	0	0	0	0	3	0
p__Proteobacteria g__Bacteriovorax s__stolpii	1	8	4	9	0	1	0	3	0	0	2	0	7	26	7	0	0	0	0	27	58	2	8	1	14	0	12	2	1	0	1	0	24	2	19	0	1	1	0	0	9	1	8	0	2	1	0	0	3	5	0	11	1	3	0	5	1	3	1	2	0	1	10	2	0	23	2	2	10	0	11	1	1	9	0	1	2	0	19	3	1	14	0	0	5	4	2	5	1	1	0	0	1	11	1	3	5	0	20	7	5	15	2	0	0	8	11	5	0	0	5	2	4	2	3	3	0	0	17	1	28	37	2	20	1	2	0	3	0	11	1	3	11	11	4	0	3	0	0	11
p__Proteobacteria g__Bartonella	0	12	5	8	0	1	3	0	37	0	6	2	17	6	9	30	1	0	25	13	2	6	72	1	30	7	98	19	6	0	4	0	13	5	16	7	10	6	3	1	0	1	1	1	7	0	0	0	6	0	13	47	59	0	2	1	0	6	2	1	7	12	12	5	8	87	10	4	4	1	0	4	0	74	0	28	3	5	2	1	3	25	2	7	35	193	3	6	17	0	1	0	0	4	22	11	4	0	4	1	13	13	23	13	28	3	17	73	0	1	5	5	1	0	9	58	10	0	0	2	1	7	0	5	2	13	0	20	2	1	6	7	0	15	18	6	59	0	3	1
p__Proteobacteria g__Bartonella s__ancashensis	0	5	1	2	0	0	2	1	0	0	0	0	0	1	0	0	3	0	3	9	0	0	2	0	18	0	27	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	5	1	0	7	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	1	4	1	0	0	0	1	0	3	0	1	2	0	0	0	6	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	2	0	7	3	0	0	1	2	0	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	1	0	3	0	1	0	0	0	0	0	6	0
p__Proteobacteria g__Bartonella s__apis	5	0	17	3	0	2	5	19	45	15	4	2	93	90	10	44	26	0	10	43	2	35	14	43	50	17	32	48	26	0	43	260	8	15	28	63	15	24	0	0	15	36	8	2	53	0	0	6	52	27	1	45	141	38	106	15	24	12	98	10	4	1	50	34	13	69	4	0	11	16	0	64	36	103	49	8	6	0	0	9	27	9	17	40	90	1	19	3	27	3	7	0	0	24	17	14	4	85	70	66	19	26	137	9	46	8	42	1	0	27	38	31	50	4	13	25	34	0	0	18	4	38	6	5	8	5	0	0	0	0	21	59	19	10	1	0	38	1	29	11
p__Proteobacteria g__Bartonella s__australis	0	0	3	0	1	0	0	1	1	0	0	0	0	1	0	20	0	0	7	0	1	0	26	20	2	11	0	9	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	0	0	0	0	0	0	0	1	5	7	5	0	0	0	0	0	0	0	0	0	5	0	8	0	0	0	2	0	1	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	10	0	3	0	0	0	2	0	0	3	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	39	0	0	1
p__Proteobacteria g__Bartonella s__bacilliformis	0	0	1	0	1	0	1	4	1	0	0	0	6	2	0	0	7	0	2	3	0	0	1	0	6	0	21	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	8	3	3	2	0	0	3	2	0	1	0	0	0	0	2	0	0	0	0	2	0	31	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	2	0	0	0	0	0	0	0	0	1	2	3	0	1	0	2	0	0	0	4	0	1	1	1	1	1	0	0
p__Proteobacteria g__Bartonella s__birtlesii	0	0	22	0	0	0	0	1	1	0	0	0	0	0	5	0	0	0	11	0	0	0	2	3	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	1	0	0	8	0	0	0	0	0	0	2	0	4	0	0	0	1	0	0	0	1	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	10	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	17	0	1	0	0	0	0	0	6	1	0	0	9	0	1	0	0	0	0	0	0	0	0	3
p__Proteobacteria g__Bartonella s__bovis	0	0	1	0	14	0	2	1	0	0	1	0	1	0	0	0	3	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	1	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	9	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	0	1	0	2	0	0	22	0	0	0	1	0	1	0	0	2	1	5	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
p__Proteobacteria g__Bartonella s__clarridgeiae	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	1	0	0	0	1	0	0	0	0	24	1	0	0	0	0	0	0	0	2	0	2	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
p__Proteobacteria g__Bartonella s__grahamii	0	0	0	0	0	0	0	4	6	0	0	0	0	1	0	2	0	0	4	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	3	0	1	1	3	0	2	0	0	1	0	0	0	0	0	1	0	3	1	0	0	3	0	0	0	0	8	0	1	0	3	0	0	1	0	0	0	0	1	7	1	5	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	6	1	0	0	1	0	1	4	1	0	0	1	4	0	0	1	0	5	0	8	0	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
p__Proteobacteria g__Bartonella s__henselae	0	0	0	0	0	0	0	0	1	0	0	1	2	0	2	0	0	0	0	0	0	0	1	0	31	0	2	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	4	0	0	0	12	1	0	8	0	0	4	1	0	0	2	0	0	1	0	0	0	21	2	15	13	0	0	0	3	15	0	4	0	0	0	2	2	1	0	2	0	0	1	22	0	0	0	0	0	0	1	0	0	0	15	0	1	2	0	0	0	0	0	37	0	2	1	0	0	0	0	0	0	0	0	0	6	1	3	0	0	0	0	0	0	0	0	1	11	1	1	2	0	0	0	4
p__Proteobacteria g__Bartonella s__quintana	13	0	13	0	0	0	0	0	19	0	0	0	69	32	0	0	1	0	0	37	0	5	8	0	0	0	0	6	3	0	0	0	0	0	1	0	3	2	0	0	0	2	0	0	0	2	0	0	0	1	0	33	98	26	65	0	0	2	48	0	0	0	1	3	0	25	0	0	30	0	0	0	17	42	0	0	0	0	0	1	1	1	0	0	11	4	0	0	1	0	0	0	0	0	4	1	0	133	0	19	0	8	98	0	1	1	19	1	0	13	1	0	19	0	1	0	8	0	0	6	0	47	0	0	0	9	0	0	0	0	61	2	2	1	0	0	0	0	1	0
p__Proteobacteria g__Bartonella s__schoenbuchensis	0	0	0	0	1	0	0	1	10	1	1	1	2	0	0	0	2	0	0	1	0	0	0	1	15	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	3	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	5	9	4	0	0	1	1	1	2	0	0	0	0	4	0	0	1	0	0	3	11	2	0	0	0	0	0	1	0	0	0	8	0	0	1	0	1	1	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	4	0	0	0	0	1	1	1	0	0	0	0
p__Proteobacteria g__Bartonella s__sp. 1-1C	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	3	21	0	0	0	0	0	0	0	16	0	0	0	0	32	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0
p__Proteobacteria g__Bartonella s__sp. 11B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p__Proteobacteria g__Bartonella s__sp. WD16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	12	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	2	0	0	50	0	0	1	0	0	0	0	2	0
p__Proteobacteria g__Bartonella s__tribocorum	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	1	9	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	4	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	3	21	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	13	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	6	0	1	9	1	39	0	1	0	1	1	0	0	0	0
